customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
PS-190453,20,21,7221,4,4,4,444,Champions
PS-190454,236,13,6842,2,3,4,234,Potential
PS-87601,347,2,531,1,1,1,111,At Risk
PS-87602,497,6,1175,1,1,2,112,At Risk
PS-89701,922,2,57,1,1,1,111,At Risk
PS-89702,124,3,1339,2,1,2,212,Potential
PS-90451,61,3,341,3,1,1,311,Potential
PS-90452,179,7,489,2,2,1,221,Potential
PT-190901,124,9,2798,2,2,3,223,Potential
PT-190902,146,10,2553,2,2,3,223,Potential
PT-190903,6,10,2858,4,2,3,423,Potential
PT-190904,71,7,160,3,2,1,321,Potential
PT-90901,250,6,804,2,1,2,212,Potential
PT-90902,2,9,3881,4,2,4,424,Potential
PV-189851,8,14,2717,4,3,3,433,Potential
PV-189852,21,11,2313,4,3,3,433,Potential
PV-189853,64,15,4636,3,4,4,344,Loyal Customers
PV-189854,89,13,2875,3,3,3,333,Potential
PV-89851,144,7,3156,2,2,3,223,Potential
PV-89852,202,5,3235,2,1,3,213,Potential
PW-190301,65,14,1126,3,3,2,332,Potential
PW-190302,7,20,5988,4,4,4,444,Champions
PW-190303,477,8,2237,1,2,3,123,At Risk
PW-190304,46,13,3454,3,3,3,333,Potential
PW-192401,403,11,563,1,3,1,131,At Risk
PW-192402,1,9,1023,4,2,2,422,Potential
PW-192403,100,16,1677,3,4,2,342,Loyal Customers
PW-192404,464,12,3922,1,3,4,134,At Risk
PW-90301,57,5,509,3,1,1,311,Potential
PW-90302,560,9,574,1,2,1,121,At Risk
PW-92401,61,10,1097,3,2,2,322,Potential
PW-92402,565,3,140,1,1,1,111,At Risk
QJ-192551,86,7,6156,3,2,4,324,Potential
QJ-192552,373,5,3314,1,1,3,113,At Risk
QJ-192553,114,19,2616,2,4,3,243,Loyal Customers
QJ-192554,25,13,6111,4,3,4,434,Potential
QJ-92551,61,5,165,3,1,1,311,Potential
QJ-92552,126,4,223,2,1,1,211,Potential
RA-192851,499,6,3278,1,1,3,113,At Risk
RA-192852,46,16,7958,3,4,4,344,Loyal Customers
RA-192853,338,10,2964,1,2,3,123,At Risk
RA-192854,5,17,2619,4,4,3,443,Loyal Customers
RA-198851,335,16,5363,1,4,4,144,Loyal Customers
RA-198852,265,14,2886,2,3,3,233,Potential
RA-198853,481,18,3354,1,4,3,143,Loyal Customers
RA-198854,43,15,3832,3,4,4,344,Loyal Customers
RA-199151,142,17,3895,2,4,4,244,Loyal Customers
RA-199152,124,13,4488,2,3,4,234,Potential
RA-199153,27,19,7801,4,4,4,444,Champions
RA-199154,12,22,4794,4,4,4,444,Champions
RA-199451,1,7,726,4,2,1,421,Potential
RA-199452,23,11,4439,4,3,4,434,Potential
RA-199453,83,13,4845,3,3,4,334,Potential
RA-199454,61,9,1686,3,2,2,322,Potential
RA-92851,254,21,2760,2,4,3,243,Loyal Customers
RA-92852,497,3,295,1,1,1,111,At Risk
RA-92853,362,15,3170,1,4,3,143,Loyal Customers
RA-98851,699,2,59,1,1,1,111,At Risk
RA-98852,1055,3,154,1,1,1,111,At Risk
RA-98853,125,7,291,2,2,1,221,Potential
RA-99151,139,1,201,2,1,1,211,Potential
RA-99152,587,4,219,1,1,1,111,At Risk
RA-99451,20,9,1012,4,2,2,422,Potential
RA-99452,212,6,1034,2,1,2,212,Potential
RB-193301,141,20,3794,2,4,4,244,Loyal Customers
RB-193302,15,22,8650,4,4,4,444,Champions
RB-193303,43,22,4909,3,4,4,344,Loyal Customers
RB-193304,68,6,1008,3,1,2,312,Potential
RB-193601,20,26,10106,4,4,4,444,Champions
RB-193602,75,13,3511,3,3,3,333,Potential
RB-193603,173,8,463,2,2,1,221,Potential
RB-193604,96,18,15117,3,4,4,344,Loyal Customers
RB-194351,68,15,4966,3,4,4,344,Loyal Customers
RB-194352,130,3,93,2,1,1,211,Potential
RB-194353,60,18,3896,3,4,4,344,Loyal Customers
RB-194354,19,16,2663,4,4,3,443,Loyal Customers
RB-194651,14,20,7408,4,4,4,444,Champions
RB-194652,113,6,1190,2,1,2,212,Potential
RB-194653,0,21,3867,4,4,4,444,Champions
RB-194654,9,23,4714,4,4,4,444,Champions
RB-195701,163,4,1822,2,1,2,212,Potential
RB-195702,188,24,6788,2,4,4,244,Loyal Customers
RB-195703,20,13,1824,4,3,2,432,Potential
RB-195704,25,9,528,4,2,1,421,Potential
RB-196451,150,8,2377,2,2,3,223,Potential
RB-196452,320,12,1580,1,3,2,132,At Risk
RB-196453,298,15,1796,1,4,2,142,Loyal Customers
RB-196454,648,7,221,1,2,1,121,At Risk
RB-197051,133,12,4923,2,3,4,234,Potential
RB-197052,16,4,367,4,1,1,411,Potential
RB-197053,444,6,1930,1,1,3,113,At Risk
RB-197054,54,7,2068,3,2,3,323,Potential
RB-197951,113,11,2476,2,3,3,233,Potential
RB-197952,192,10,1486,2,2,2,222,Potential
RB-197953,93,33,9463,3,4,4,344,Loyal Customers
RB-197954,32,18,5633,4,4,4,444,Champions
RB-93301,112,7,2079,2,2,3,223,Potential
RB-93302,139,6,2458,2,1,3,213,Potential
RB-93601,530,4,171,1,1,1,111,At Risk
RB-93602,93,2,233,3,1,1,311,Potential
RB-94351,216,2,215,2,1,1,211,Potential
RB-94352,484,13,2964,1,3,3,133,At Risk
RB-94651,1211,3,418,1,1,1,111,At Risk
RB-94652,287,6,3257,1,1,3,113,At Risk
RB-95701,940,5,267,1,1,1,111,At Risk
RB-95702,446,7,320,1,2,1,121,At Risk
RB-96451,475,1,147,1,1,1,111,At Risk
RB-96452,239,2,135,2,1,1,211,Potential
RB-97051,182,12,4267,2,3,4,234,Potential
RB-97052,149,3,285,2,1,1,211,Potential
RB-97053,247,10,1464,2,2,2,222,Potential
RB-97951,30,2,68,4,1,1,411,Potential
RB-97952,181,3,188,2,1,1,211,Potential
RC-198251,668,6,778,1,1,2,112,At Risk
RC-198252,240,11,4180,2,3,4,234,Potential
RC-198253,118,17,1993,2,4,3,243,Loyal Customers
RC-198254,369,10,968,1,2,2,122,At Risk
RC-199601,142,11,3140,2,3,3,233,Potential
RC-199602,517,14,2901,1,3,3,133,At Risk
RC-199603,22,8,971,4,2,2,422,Potential
RC-199604,110,11,886,2,3,2,232,Potential
RC-98251,741,1,37,1,1,1,111,At Risk
RC-99601,112,5,1610,2,1,2,212,Potential
RC-99602,896,1,31,1,1,1,111,At Risk
RD-194801,260,3,890,2,1,2,212,Potential
RD-194802,0,13,5552,4,3,4,434,Potential
RD-194803,63,23,5769,3,4,4,344,Loyal Customers
RD-194804,72,15,4272,3,4,4,344,Loyal Customers
RD-195851,359,19,4320,1,4,4,144,Loyal Customers
RD-195852,25,25,8108,4,4,4,444,Champions
RD-195853,40,6,973,4,1,2,412,Potential
RD-195854,180,19,2913,2,4,3,243,Loyal Customers
RD-196601,93,9,4068,3,2,4,324,Potential
RD-196602,238,16,5345,2,4,4,244,Loyal Customers
RD-196603,272,6,751,1,1,2,112,At Risk
RD-196604,114,5,2787,2,1,3,213,Potential
RD-197201,47,14,3843,3,3,4,334,Potential
RD-197202,62,16,5295,3,4,4,344,Loyal Customers
RD-197203,554,9,346,1,2,1,121,At Risk
RD-197204,21,20,1420,4,4,2,442,Loyal Customers
RD-198101,44,17,2147,3,4,3,343,Loyal Customers
RD-198102,912,11,1286,1,3,2,132,At Risk
RD-198103,106,12,2519,3,3,3,333,Potential
RD-198104,14,16,1137,4,4,2,442,Loyal Customers
RD-199001,274,12,6221,1,3,4,134,At Risk
RD-199002,497,1,23,1,1,1,111,At Risk
RD-199003,32,26,4104,4,4,4,444,Champions
RD-199004,114,21,3134,2,4,3,243,Loyal Customers
RD-199301,100,14,3945,3,3,4,334,Potential
RD-199302,1147,5,399,1,1,1,111,At Risk
RD-199303,187,23,3982,2,4,4,244,Loyal Customers
RD-199304,42,10,971,3,2,2,322,Potential
RD-94801,205,7,609,2,2,1,221,Potential
RD-94802,47,1,91,3,1,1,311,Potential
RD-94803,827,4,363,1,1,1,111,At Risk
RD-95851,35,19,4464,4,4,4,444,Champions
RD-95852,110,2,704,2,1,1,211,Potential
RD-96601,27,8,2960,4,2,3,423,Potential
RD-96602,1373,2,175,1,1,1,111,At Risk
RD-96603,374,10,258,1,2,1,121,At Risk
RD-97201,70,10,2698,3,2,3,323,Potential
RD-97202,58,8,1136,3,2,2,322,Potential
RD-98101,53,6,3021,3,1,3,313,Potential
RD-98102,237,8,192,2,2,1,221,Potential
RD-99001,151,9,280,2,2,1,221,Potential
RD-99002,92,17,4558,3,4,4,344,Loyal Customers
RD-99301,161,9,2183,2,2,3,223,Potential
RD-99302,28,10,4339,4,2,4,424,Potential
RE-194051,28,22,7787,4,4,4,444,Champions
RE-194052,128,9,1122,2,2,2,222,Potential
RE-194053,35,12,3116,4,3,3,433,Potential
RE-194054,1098,1,48,1,1,1,111,At Risk
RE-194501,23,11,4319,4,3,4,434,Potential
RE-194502,342,10,2495,1,2,3,123,At Risk
RE-194503,467,6,2970,1,1,3,113,At Risk
RE-194504,302,9,878,1,2,2,122,At Risk
RE-94051,71,8,868,3,2,2,322,Potential
RE-94052,434,7,1098,1,2,2,122,At Risk
RE-94501,70,11,1411,3,3,2,332,Potential
RE-94502,15,20,4267,4,4,4,444,Champions
RF-193451,120,14,4628,2,3,4,234,Potential
RF-193452,92,7,3029,3,2,3,323,Potential
RF-193453,64,10,2424,3,2,3,323,Potential
RF-193454,390,16,3310,1,4,3,143,Loyal Customers
RF-197351,1,19,6855,4,4,4,444,Champions
RF-197352,181,9,1320,2,2,2,222,Potential
RF-197353,22,9,1622,4,2,2,422,Potential
RF-197354,89,14,2342,3,3,3,333,Potential
RF-198401,15,10,2803,4,2,3,423,Potential
RF-198402,19,26,7357,4,4,4,444,Champions
RF-198403,9,19,3972,4,4,4,444,Champions
RF-198404,6,11,947,4,3,2,432,Potential
RF-93451,414,3,688,1,1,1,111,At Risk
RF-93452,6,1,13,4,1,1,411,Potential
RF-93453,543,12,2506,1,3,3,133,At Risk
RF-97351,118,8,951,2,2,2,222,Potential
RF-98401,1136,5,173,1,1,1,111,At Risk
RF-98402,138,7,400,2,2,1,221,Potential
RH-194951,112,15,2452,2,4,3,243,Loyal Customers
RH-194952,359,11,4263,1,3,4,134,At Risk
RH-194953,24,15,2961,4,4,3,443,Loyal Customers
RH-194954,32,8,3622,4,2,3,423,Potential
RH-195101,20,9,1448,4,2,2,422,Potential
RH-195102,160,8,1519,2,2,2,222,Potential
RH-195103,107,14,1654,3,3,2,332,Potential
RH-195104,467,12,6980,1,3,4,134,At Risk
RH-195551,72,10,3631,3,2,3,323,Potential
RH-195552,7,12,2999,4,3,3,433,Potential
RH-195553,120,12,1573,2,3,2,232,Potential
RH-195554,519,3,740,1,1,2,112,At Risk
RH-196001,184,4,572,2,1,1,211,Potential
RH-196002,48,11,954,3,3,2,332,Potential
RH-196003,6,10,1019,4,2,2,422,Potential
RH-196004,534,11,2086,1,3,3,133,At Risk
RH-94951,421,1,2833,1,1,3,113,At Risk
RH-94952,96,6,225,3,1,1,311,Potential
RH-95101,700,8,585,1,2,1,121,At Risk
RH-95102,966,7,1252,1,2,2,122,At Risk
RH-95551,26,10,4477,4,2,4,424,Potential
RH-95552,29,13,4275,4,3,4,434,Potential
RH-96001,516,6,1421,1,1,2,112,At Risk
RH-96002,907,2,1826,1,1,2,112,At Risk
RH-96003,173,3,92,2,1,1,211,Potential
RK-193001,127,9,3288,2,2,3,223,Potential
RK-193002,308,8,1048,1,2,2,122,At Risk
RK-193003,85,30,7683,3,4,4,344,Loyal Customers
RK-193004,119,8,1460,2,2,2,222,Potential
RK-93001,64,6,383,3,1,1,311,Potential
RK-93002,28,3,136,4,1,1,411,Potential
RL-196151,462,7,4648,1,2,4,124,At Risk
RL-196152,120,4,682,2,1,1,211,Potential
RL-196153,475,15,3303,1,4,3,143,Loyal Customers
RL-196154,121,24,6236,2,4,4,244,Loyal Customers
RL-96151,265,4,169,2,1,1,211,Potential
RL-96152,267,11,2251,2,3,3,233,Potential
RM-193751,18,11,5541,4,3,4,434,Potential
RM-193752,117,11,5054,2,3,4,234,Potential
RM-193753,279,17,4028,1,4,4,144,Loyal Customers
RM-193754,345,9,1453,1,2,2,122,At Risk
RM-196751,628,6,898,1,1,2,112,At Risk
RM-196752,4,15,3011,4,4,3,443,Loyal Customers
RM-196753,34,4,1266,4,1,2,412,Potential
RM-196754,6,11,5978,4,3,4,434,Potential
RM-197501,47,11,2453,3,3,3,333,Potential
RM-197502,209,3,2363,2,1,3,213,Potential
RM-197503,16,12,1560,4,3,2,432,Potential
RM-197504,299,2,98,1,1,1,111,At Risk
RM-93751,9,7,709,4,2,1,421,Potential
RM-93752,884,7,1532,1,2,2,122,At Risk
RM-96751,36,1,198,4,1,1,411,Potential
RM-96752,106,2,212,3,1,1,311,Potential
RM-96753,141,8,1305,2,2,2,222,Potential
RM-97501,1190,2,53,1,1,1,111,At Risk
RM-97502,40,7,876,4,2,2,422,Potential
RO-197801,121,25,12210,2,4,4,244,Loyal Customers
RO-197802,300,13,1842,1,3,2,132,At Risk
RO-197803,189,8,965,2,2,2,222,Potential
RO-197804,35,12,3816,4,3,4,434,Potential
RO-97801,4,17,2597,4,4,3,443,Loyal Customers
RO-97802,1005,4,482,1,1,1,111,At Risk
RP-192701,7,20,6542,4,4,4,444,Champions
RP-192702,265,16,5731,2,4,4,244,Loyal Customers
RP-192703,300,10,495,1,2,1,121,At Risk
RP-192704,496,12,955,1,3,2,132,At Risk
RP-193901,15,18,6918,4,4,4,444,Champions
RP-193902,95,7,1082,3,2,2,322,Potential
RP-193903,33,20,2963,4,4,3,443,Loyal Customers
RP-193904,33,25,5155,4,4,4,444,Champions
RP-198551,21,12,3516,4,3,3,433,Potential
RP-198552,306,22,4063,1,4,4,144,Loyal Customers
RP-198553,422,8,1294,1,2,2,122,At Risk
RP-198554,28,15,2169,4,4,3,443,Loyal Customers
RP-92701,1129,4,238,1,1,1,111,At Risk
RP-92702,286,12,1037,1,3,2,132,At Risk
RP-93901,270,16,4862,1,4,4,144,Loyal Customers
RP-93902,516,5,1073,1,1,2,112,At Risk
RP-98551,462,5,2342,1,1,3,113,At Risk
RP-98552,400,10,1226,1,2,2,122,At Risk
RR-193151,62,23,7303,3,4,4,344,Loyal Customers
RR-193152,181,10,2372,2,2,3,223,Potential
RR-193153,391,7,1472,1,2,2,122,At Risk
RR-193154,19,4,615,4,1,1,411,Potential
RR-195251,327,11,3504,1,3,3,133,At Risk
RR-195252,12,10,2907,4,2,3,423,Potential
RR-195253,0,23,5293,4,4,4,444,Champions
RR-195254,170,10,3301,2,2,3,223,Potential
RR-93151,824,1,27,1,1,1,111,At Risk
RR-93152,232,9,1795,2,2,2,222,Potential
RR-95251,569,6,675,1,1,1,111,At Risk
RR-95252,89,13,702,3,3,1,331,Potential
RS-194201,99,12,2441,3,3,3,333,Potential
RS-194202,99,23,5093,3,4,4,344,Loyal Customers
RS-194203,483,14,3292,1,3,3,133,At Risk
RS-194204,76,9,3221,3,2,3,323,Potential
RS-197651,167,8,3052,2,2,3,223,Potential
RS-197652,43,6,3669,3,1,3,313,Potential
RS-197653,159,11,2702,2,3,3,233,Potential
RS-197654,36,14,4160,4,3,4,434,Potential
RS-198701,190,13,1460,2,3,2,232,Potential
RS-198702,385,12,3208,1,3,3,133,At Risk
RS-198703,77,15,2399,3,4,3,343,Loyal Customers
RS-198704,19,3,22,4,1,1,411,Potential
RS-94201,33,7,331,4,2,1,421,Potential
RS-94202,848,1,12,1,1,1,111,At Risk
RS-94203,1176,2,42,1,1,1,111,At Risk
RS-97651,145,5,960,2,1,2,212,Potential
RS-97652,123,5,565,2,1,1,211,Potential
RS-98701,20,5,467,4,1,1,411,Potential
RS-98702,323,8,565,1,2,1,121,At Risk
RW-195401,42,18,6351,3,4,4,344,Loyal Customers
RW-195402,147,9,4541,2,2,4,224,Potential
RW-195403,43,5,1134,3,1,2,312,Potential
RW-195404,120,23,7400,2,4,4,244,Loyal Customers
RW-196301,321,9,3001,1,2,3,123,At Risk
RW-196302,251,8,1349,2,2,2,222,Potential
RW-196303,77,12,1798,3,3,2,332,Potential
RW-196304,89,16,3280,3,4,3,343,Loyal Customers
RW-196901,236,17,5650,2,4,4,244,Loyal Customers
RW-196902,53,7,941,3,2,2,322,Potential
RW-196903,15,8,1113,4,2,2,422,Potential
RW-196904,79,15,3495,3,4,3,343,Loyal Customers
RW-95401,26,8,4821,4,2,4,424,Potential
RW-95402,1205,5,878,1,1,2,112,At Risk
RW-96301,1153,2,546,1,1,1,111,At Risk
RW-96302,399,1,14,1,1,1,111,At Risk
RW-96901,1204,4,294,1,1,1,111,At Risk
RW-96902,98,13,1103,3,3,2,332,Potential
SA-108301,49,6,505,3,1,1,311,Potential
SA-108302,1191,1,55,1,1,1,111,At Risk
SA-108303,10,5,312,4,1,1,411,Potential
SA-208301,215,11,2320,2,3,3,233,Potential
SA-208302,168,7,4398,2,2,4,224,Potential
SA-208303,168,13,4137,2,3,4,234,Potential
SA-208304,63,21,4767,3,4,4,344,Loyal Customers
SB-101701,343,4,1321,1,1,2,112,At Risk
SB-101702,26,9,329,4,2,1,421,Potential
SB-101851,78,8,935,3,2,2,322,Potential
SB-101852,1099,4,332,1,1,1,111,At Risk
SB-102901,191,16,1976,2,4,3,243,Loyal Customers
SB-201701,33,20,8934,4,4,4,444,Champions
SB-201702,2,4,1797,4,1,2,412,Potential
SB-201703,628,6,874,1,1,2,112,At Risk
SB-201704,201,7,1348,2,2,2,222,Potential
SB-201851,74,7,1844,3,2,2,322,Potential
SB-201852,135,23,6429,2,4,4,244,Loyal Customers
SB-201853,124,17,6349,2,4,4,244,Loyal Customers
SB-201854,188,12,6411,2,3,4,234,Potential
SB-202901,168,6,5101,2,1,4,214,Potential
SB-202902,41,4,4587,4,1,4,414,Potential
SB-202903,96,10,793,3,2,2,322,Potential
SB-202904,47,17,8057,3,4,4,344,Loyal Customers
SC-100201,264,1,48,2,1,1,211,Potential
SC-100202,407,8,428,1,2,1,121,At Risk
SC-100501,345,12,1493,1,3,2,132,At Risk
SC-100502,42,9,819,3,2,2,322,Potential
SC-100951,225,10,717,2,2,1,221,Potential
SC-100952,611,6,203,1,1,1,111,At Risk
SC-102301,194,3,174,2,1,1,211,Potential
SC-102302,1399,1,1619,1,1,2,112,At Risk
SC-102601,145,2,633,2,1,1,211,Potential
SC-102602,141,19,2533,2,4,3,243,Loyal Customers
SC-103051,427,18,2350,1,4,3,143,Loyal Customers
SC-103052,16,3,857,4,1,2,412,Potential
SC-103801,275,5,1446,1,1,2,112,At Risk
SC-103802,604,3,110,1,1,1,111,At Risk
SC-104401,413,14,1648,1,3,2,132,At Risk
SC-104402,92,2,282,3,1,1,311,Potential
SC-105751,373,3,328,1,1,1,111,At Risk
SC-106801,505,9,2511,1,2,3,123,At Risk
SC-106802,189,10,3835,2,2,4,224,Potential
SC-106951,174,9,1335,2,2,2,222,Potential
SC-106952,426,2,133,1,1,1,111,At Risk
SC-107251,321,7,2136,1,2,3,123,At Risk
SC-107252,91,5,807,3,1,2,312,Potential
SC-107701,830,1,27,1,1,1,111,At Risk
SC-107702,641,1,55,1,1,1,111,At Risk
SC-107703,184,9,1953,2,2,3,223,Potential
SC-108001,359,2,62,1,1,1,111,At Risk
SC-108002,840,1,27,1,1,1,111,At Risk
SC-108451,551,2,613,1,1,1,111,At Risk
SC-108452,53,3,754,3,1,2,312,Potential
SC-200201,90,17,4109,3,4,4,344,Loyal Customers
SC-200202,8,14,1645,4,3,2,432,Potential
SC-200203,55,12,1462,3,3,2,332,Potential
SC-200204,781,17,3364,1,4,3,143,Loyal Customers
SC-200501,99,15,5484,3,4,4,344,Loyal Customers
SC-200502,111,10,1982,2,2,3,223,Potential
SC-200503,508,29,4725,1,4,4,144,Loyal Customers
SC-200504,40,15,4626,4,4,4,444,Champions
SC-200951,212,10,3523,2,2,3,223,Potential
SC-200952,97,17,7301,3,4,4,344,Loyal Customers
SC-200953,75,4,635,3,1,1,311,Potential
SC-200954,349,22,14145,1,4,4,144,Loyal Customers
SC-202301,29,23,8083,4,4,4,444,Champions
SC-202302,16,16,5550,4,4,4,444,Champions
SC-202303,651,10,2329,1,2,3,123,At Risk
SC-202304,149,11,4374,2,3,4,234,Potential
SC-202601,63,22,2826,3,4,3,343,Loyal Customers
SC-202602,744,5,1608,1,1,2,112,At Risk
SC-202603,0,8,1205,4,2,2,422,Potential
SC-202604,187,18,3732,2,4,3,243,Loyal Customers
SC-203051,86,17,9218,3,4,4,344,Loyal Customers
SC-203052,63,19,3511,3,4,3,343,Loyal Customers
SC-203053,497,7,991,1,2,2,122,At Risk
SC-203054,29,12,3980,4,3,4,434,Potential
SC-203801,63,28,6626,3,4,4,344,Loyal Customers
SC-203802,86,12,1512,3,3,2,332,Potential
SC-203803,209,17,1990,2,4,3,243,Loyal Customers
SC-203804,30,20,5994,4,4,4,444,Champions
SC-204401,203,8,332,2,2,1,221,Potential
SC-204402,125,5,631,2,1,1,211,Potential
SC-204403,9,17,4842,4,4,4,444,Champions
SC-204404,36,10,1875,4,2,2,422,Potential
SC-205751,118,15,2009,2,4,3,243,Loyal Customers
SC-205752,78,18,3210,3,4,3,343,Loyal Customers
SC-205753,27,14,3563,4,3,3,433,Potential
SC-205754,92,7,902,3,2,2,322,Potential
SC-206801,79,22,8915,3,4,4,344,Loyal Customers
SC-206802,21,14,1673,4,3,2,432,Potential
SC-206803,35,8,1634,4,2,2,422,Potential
SC-206804,126,8,1255,2,2,2,222,Potential
SC-206951,89,30,10871,3,4,4,344,Loyal Customers
SC-206952,502,7,3888,1,2,4,124,At Risk
SC-206953,9,12,4596,4,3,4,434,Potential
SC-206954,89,14,2578,3,3,3,333,Potential
SC-207251,99,2,61,3,1,1,311,Potential
SC-207252,12,20,5473,4,4,4,444,Champions
SC-207253,7,13,3215,4,3,3,433,Potential
SC-207254,187,26,5226,2,4,4,244,Loyal Customers
SC-207701,196,20,5029,2,4,4,244,Loyal Customers
SC-207702,103,9,1797,3,2,2,322,Potential
SC-207703,40,22,3174,4,4,3,443,Loyal Customers
SC-207704,41,21,4494,4,4,4,444,Champions
SC-208001,203,15,6147,2,4,4,244,Loyal Customers
SC-208002,30,17,4487,4,4,4,444,Champions
SC-208003,202,5,408,2,1,1,211,Potential
SC-208004,30,5,278,4,1,1,411,Potential
SC-208451,44,8,2987,3,2,3,323,Potential
SC-208452,36,6,3289,4,1,3,413,Potential
SC-208453,8,23,3341,4,4,3,443,Loyal Customers
SC-208454,131,4,281,2,1,1,211,Potential
SD-104851,40,8,1115,4,2,2,422,Potential
SD-104852,406,3,43,1,1,1,111,At Risk
SD-204851,18,23,3462,4,4,3,443,Loyal Customers
SD-204852,15,20,3888,4,4,4,444,Champions
SD-204853,127,10,3330,2,2,3,223,Potential
SD-204854,200,21,6121,2,4,4,244,Loyal Customers
SE-101101,925,3,271,1,1,1,111,At Risk
SE-101102,78,4,342,3,1,1,311,Potential
SE-201101,343,12,2606,1,3,3,133,At Risk
SE-201102,34,22,9380,4,4,4,444,Champions
SE-201103,155,22,5335,2,4,4,244,Loyal Customers
SE-201104,9,19,12209,4,4,4,444,Champions
SF-100651,229,6,585,2,1,1,211,Potential
SF-100652,405,11,3276,1,3,3,133,At Risk
SF-102001,141,10,1049,2,2,2,222,Potential
SF-102002,658,10,1587,1,2,2,122,At Risk
SF-109651,578,4,868,1,1,2,112,At Risk
SF-109652,180,9,1608,2,2,2,222,Potential
SF-200651,58,7,1574,3,2,2,322,Potential
SF-200652,663,12,4024,1,3,4,134,At Risk
SF-200653,62,6,1036,3,1,2,312,Potential
SF-200654,59,9,764,3,2,2,322,Potential
SF-202001,429,21,4119,1,4,4,144,Loyal Customers
SF-202002,5,7,3100,4,2,3,423,Potential
SF-202003,114,10,2380,2,2,3,223,Potential
SF-202004,59,15,3424,3,4,3,343,Loyal Customers
SF-209651,78,4,988,3,1,2,312,Potential
SF-209652,89,8,888,3,2,2,322,Potential
SF-209653,256,5,1567,2,1,2,212,Potential
SF-209654,48,17,3338,3,4,3,343,Loyal Customers
SG-100801,779,5,788,1,1,2,112,At Risk
SG-100802,643,1,56,1,1,1,111,At Risk
SG-100803,369,3,235,1,1,1,111,At Risk
SG-104701,418,2,666,1,1,1,111,At Risk
SG-104702,128,6,2420,2,1,3,213,Potential
SG-106051,436,4,968,1,1,2,112,At Risk
SG-106052,233,7,1849,2,2,2,222,Potential
SG-108901,400,6,459,1,1,1,111,At Risk
SG-108902,665,5,965,1,1,2,112,At Risk
SG-200801,36,11,3290,4,3,3,433,Potential
SG-200802,68,8,1412,3,2,2,322,Potential
SG-200803,3,11,2666,4,3,3,433,Potential
SG-200804,8,11,3406,4,3,3,433,Potential
SG-204701,320,7,2933,1,2,3,123,At Risk
SG-204702,91,11,1665,3,3,2,332,Potential
SG-204703,90,19,4249,3,4,4,344,Loyal Customers
SG-204704,183,14,1885,2,3,2,232,Potential
SG-206051,83,18,2654,3,4,3,343,Loyal Customers
SG-206052,170,9,1134,2,2,2,222,Potential
SG-206053,75,15,3217,3,4,3,343,Loyal Customers
SG-206054,108,13,3126,3,3,3,333,Potential
SG-208901,152,14,4544,2,3,4,234,Potential
SG-208902,47,16,3806,3,4,4,344,Loyal Customers
SG-208903,16,12,2863,4,3,3,433,Potential
SG-208904,226,5,49,2,1,1,211,Potential
SH-103951,63,3,52,3,1,1,311,Potential
SH-103952,191,2,67,2,1,1,211,Potential
SH-103953,802,1,10,1,1,1,111,At Risk
SH-106351,158,8,658,2,2,1,221,Potential
SH-199751,25,14,3622,4,3,3,433,Potential
SH-199752,103,4,1390,3,1,2,312,Potential
SH-199753,144,10,2474,2,2,3,223,Potential
SH-199754,29,29,3408,4,4,3,443,Loyal Customers
SH-203951,135,22,4092,2,4,4,244,Loyal Customers
SH-203952,130,12,3278,2,3,3,233,Potential
SH-203953,39,13,3300,4,3,3,433,Potential
SH-203954,23,15,2180,4,4,3,443,Loyal Customers
SH-206351,132,14,3327,2,3,3,233,Potential
SH-206352,30,14,6349,4,3,4,434,Potential
SH-206353,32,17,1775,4,4,2,442,Loyal Customers
SH-206354,765,2,2096,1,1,3,113,At Risk
SH-99751,64,6,520,3,1,1,311,Potential
SH-99752,106,14,7537,3,3,4,334,Potential
SJ-101251,392,2,1050,1,1,2,112,At Risk
SJ-101252,511,2,23,1,1,1,111,At Risk
SJ-101253,294,17,1887,1,4,2,142,Loyal Customers
SJ-102151,337,2,61,1,1,1,111,At Risk
SJ-102152,936,1,22,1,1,1,111,At Risk
SJ-102153,56,11,1276,3,3,2,332,Potential
SJ-105001,274,3,454,1,1,1,111,At Risk
SJ-201251,139,6,425,2,1,1,211,Potential
SJ-201252,32,16,3671,4,4,3,443,Loyal Customers
SJ-201253,209,12,2515,2,3,3,233,Potential
SJ-201254,95,24,3950,3,4,4,344,Loyal Customers
SJ-202151,187,19,3535,2,4,3,243,Loyal Customers
SJ-202152,28,18,4555,4,4,4,444,Champions
SJ-202153,82,18,5280,3,4,4,344,Loyal Customers
SJ-202154,29,10,1341,4,2,2,422,Potential
SJ-205001,175,15,3292,2,4,3,243,Loyal Customers
SJ-205002,578,17,5012,1,4,4,144,Loyal Customers
SJ-205003,407,10,3308,1,2,3,123,At Risk
SJ-205004,253,7,1319,2,2,2,222,Potential
SK-199901,138,7,1776,2,2,2,222,Potential
SK-199902,37,9,2838,4,2,3,423,Potential
SK-199903,117,27,5435,2,4,4,244,Loyal Customers
SK-199904,8,5,884,4,1,2,412,Potential
SK-99901,352,8,1032,1,2,2,122,At Risk
SK-99902,30,6,1327,4,1,2,412,Potential
SL-101551,166,12,1516,2,3,2,232,Potential
SL-101552,755,1,28,1,1,1,111,At Risk
